Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014"
"Adams County, Nebraska",31001,"2.77 (2.12, 4.24)","3.06 (2.41, 4.48)","3.37 (2.73, 4.74)","4.02 (3.19, 5.30)","4.90 (3.40, 6.06)","5.49 (3.57, 6.86)","5.63 (3.64, 7.15)","5.82 (3.79, 7.53)","110.58 (11.65, 202.86)"
"Antelope County, Nebraska",31003,"2.37 (1.66, 3.78)","2.61 (1.88, 4.02)","2.90 (2.17, 4.15)","3.48 (2.56, 4.63)","4.29 (2.89, 5.62)","4.66 (2.89, 6.34)","4.81 (2.92, 6.61)","4.91 (2.99, 6.81)","106.96 (6.11, 215.29)"
"Arthur County, Nebraska",31005,"2.57 (1.66, 4.25)","2.80 (1.85, 4.51)","3.10 (2.12, 4.74)","3.57 (2.44, 5.14)","4.37 (2.82, 6.37)","4.70 (2.72, 7.09)","4.65 (2.61, 7.26)","4.38 (2.39, 6.77)","70.51 (-17.57, 183.61)"
"Banner County, Nebraska",31007,"2.43 (1.55, 4.14)","2.50 (1.66, 4.18)","2.70 (1.89, 3.97)","3.21 (2.22, 4.49)","3.96 (2.61, 5.46)","4.39 (2.67, 6.15)","4.31 (2.58, 6.20)","4.53 (2.63, 6.71)","86.30 (-8.88, 195.26)"
"Blaine County, Nebraska",31009,"2.41 (1.62, 4.04)","2.60 (1.80, 4.05)","2.85 (2.03, 4.18)","3.52 (2.46, 4.78)","4.36 (2.81, 5.98)","4.88 (2.86, 7.05)","4.97 (2.81, 7.34)","4.87 (2.77, 7.28)","102.27 (-0.28, 219.62)"
"Boone County, Nebraska",31011,"2.56 (1.79, 4.11)","2.85 (2.02, 4.45)","3.19 (2.31, 4.58)","3.79 (2.85, 4.98)","4.65 (3.26, 6.16)","5.21 (3.41, 7.01)","5.23 (3.29, 7.19)","5.43 (3.37, 7.56)","112.05 (10.38, 216.59)"
"Box Butte County, Nebraska",31013,"2.47 (1.72, 4.06)","2.71 (1.90, 4.33)","3.05 (2.25, 4.48)","3.64 (2.69, 4.90)","4.45 (3.04, 5.91)","5.00 (3.14, 6.74)","5.00 (3.04, 6.84)","5.41 (3.27, 7.48)","118.87 (12.39, 239.86)"
"Boyd County, Nebraska",31015,"2.11 (1.48, 3.48)","2.31 (1.68, 3.57)","2.54 (1.86, 3.63)","3.02 (2.23, 4.07)","3.70 (2.50, 4.81)","4.02 (2.48, 5.31)","4.13 (2.50, 5.69)","4.35 (2.60, 6.10)","106.40 (3.65, 222.18)"
"Brown County, Nebraska",31017,"2.88 (2.00, 4.65)","3.24 (2.35, 4.99)","3.65 (2.69, 5.22)","4.41 (3.31, 5.93)","5.48 (3.67, 7.26)","6.17 (3.82, 8.45)","6.42 (3.80, 9.03)","6.41 (3.81, 8.98)","122.44 (8.17, 246.87)"
"Buffalo County, Nebraska",31019,"2.77 (2.12, 4.42)","3.07 (2.38, 4.61)","3.46 (2.78, 4.84)","4.16 (3.27, 5.32)","5.11 (3.56, 6.30)","5.65 (3.60, 7.07)","5.72 (3.70, 7.29)","5.97 (3.78, 7.75)","115.43 (13.28, 213.15)"
"Burt County, Nebraska",31021,"2.72 (1.98, 4.39)","3.03 (2.24, 4.63)","3.37 (2.59, 4.85)","4.01 (3.12, 5.30)","4.90 (3.36, 6.24)","5.44 (3.46, 7.12)","5.48 (3.35, 7.30)","5.72 (3.47, 7.75)","110.60 (9.97, 215.21)"
"Butler County, Nebraska",31023,"2.47 (1.77, 3.98)","2.68 (1.96, 4.09)","2.95 (2.16, 4.21)","3.48 (2.58, 4.58)","4.21 (2.91, 5.37)","4.58 (2.89, 6.04)","4.72 (2.84, 6.28)","4.87 (2.93, 6.46)","97.42 (3.49, 188.32)"
"Cass County, Nebraska",31025,"2.98 (2.15, 4.86)","3.30 (2.42, 4.99)","3.67 (2.79, 5.12)","4.33 (3.29, 5.64)","5.23 (3.56, 6.68)","6.04 (3.88, 7.98)","6.15 (3.79, 8.18)","6.28 (3.95, 8.65)","110.83 (4.64, 224.44)"
"Cedar County, Nebraska",31027,"2.17 (1.61, 3.45)","2.41 (1.85, 3.62)","2.75 (2.14, 3.88)","3.30 (2.59, 4.28)","4.01 (2.76, 5.14)","4.47 (2.81, 5.85)","4.57 (2.82, 6.15)","4.68 (2.78, 6.40)","116.03 (8.75, 218.82)"
"Chase County, Nebraska",31029,"2.49 (1.72, 4.05)","2.69 (1.94, 4.19)","2.97 (2.13, 4.39)","3.45 (2.52, 4.77)","4.17 (2.78, 5.51)","4.64 (2.82, 6.34)","4.58 (2.62, 6.35)","4.84 (2.83, 6.87)","94.52 (-6.56, 201.34)"
"Cherry County, Nebraska",31031,"2.31 (1.67, 3.72)","2.49 (1.87, 3.85)","2.73 (2.14, 3.84)","3.27 (2.54, 4.33)","3.99 (2.76, 5.11)","4.43 (2.82, 5.79)","4.56 (2.80, 6.07)","4.84 (2.95, 6.55)","109.29 (4.31, 217.31)"
"Cheyenne County, Nebraska",31033,"3.47 (2.55, 5.57)","3.68 (2.74, 5.59)","3.99 (3.06, 5.56)","4.78 (3.65, 6.30)","5.87 (4.04, 7.41)","6.36 (3.99, 8.21)","6.50 (3.94, 8.62)","6.81 (4.16, 9.20)","96.23 (-1.58, 197.83)"
"Clay County, Nebraska",31035,"2.68 (1.95, 4.18)","2.98 (2.25, 4.46)","3.36 (2.57, 4.81)","4.05 (3.05, 5.35)","5.01 (3.49, 6.48)","5.55 (3.52, 7.39)","5.82 (3.52, 7.93)","6.05 (3.70, 8.58)","126.26 (18.33, 246.50)"
"Colfax County, Nebraska",31037,"2.33 (1.70, 3.83)","2.50 (1.86, 3.94)","2.73 (2.09, 3.92)","3.25 (2.47, 4.34)","4.08 (2.76, 5.26)","4.65 (2.89, 6.08)","4.93 (2.91, 6.61)","5.11 (3.08, 6.89)","119.04 (11.60, 233.57)"
"Cuming County, Nebraska",31039,"2.27 (1.69, 3.66)","2.52 (1.91, 3.89)","2.84 (2.18, 4.06)","3.39 (2.60, 4.42)","4.18 (2.86, 5.25)","4.59 (2.82, 5.92)","4.67 (2.82, 6.20)","4.86 (2.98, 6.54)","113.83 (7.97, 210.77)"
"Custer County, Nebraska",31041,"2.54 (1.90, 3.95)","2.84 (2.18, 4.33)","3.19 (2.47, 4.52)","3.83 (3.01, 5.04)","4.70 (3.24, 5.92)","5.22 (3.40, 6.69)","5.26 (3.24, 6.84)","5.53 (3.48, 7.24)","117.70 (11.85, 222.98)"
"Dakota County, Nebraska",31043,"2.60 (1.84, 4.14)","2.90 (2.11, 4.37)","3.21 (2.37, 4.54)","3.82 (2.87, 5.07)","4.69 (3.13, 6.09)","5.23 (3.31, 7.04)","5.50 (3.32, 7.51)","5.65 (3.45, 7.83)","117.05 (8.75, 232.50)"
"Dawes County, Nebraska",31045,"3.07 (2.18, 5.06)","3.47 (2.54, 5.35)","3.93 (2.97, 5.66)","4.72 (3.51, 6.28)","5.74 (3.96, 7.39)","6.65 (4.13, 8.68)","7.00 (4.15, 9.32)","7.58 (4.69, 10.27)","146.60 (24.88, 281.86)"
"Dawson County, Nebraska",31047,"2.40 (1.78, 3.80)","2.58 (1.95, 3.83)","2.83 (2.20, 4.01)","3.37 (2.60, 4.47)","4.17 (2.91, 5.27)","4.73 (3.01, 6.13)","4.80 (2.96, 6.31)","4.88 (3.02, 6.50)","103.26 (1.91, 206.83)"
"Deuel County, Nebraska",31049,"2.88 (1.99, 4.63)","3.07 (2.14, 4.76)","3.32 (2.41, 4.75)","3.97 (2.85, 5.42)","4.80 (3.15, 6.51)","5.16 (3.07, 7.26)","5.35 (3.08, 7.58)","5.40 (3.23, 7.69)","87.73 (-5.48, 191.14)"
"Dixon County, Nebraska",31051,"2.23 (1.63, 3.56)","2.48 (1.84, 3.80)","2.77 (2.13, 3.95)","3.30 (2.55, 4.41)","4.07 (2.77, 5.25)","4.50 (2.80, 6.04)","4.78 (2.85, 6.51)","4.82 (2.96, 6.71)","115.87 (10.63, 221.50)"
"Dodge County, Nebraska",31053,"2.67 (2.00, 4.21)","2.96 (2.28, 4.43)","3.29 (2.63, 4.63)","3.89 (3.11, 4.95)","4.71 (3.27, 5.69)","5.29 (3.37, 6.57)","5.44 (3.32, 6.83)","5.68 (3.52, 7.34)","112.65 (8.28, 211.89)"
"Douglas County, Nebraska",31055,"3.11 (2.47, 4.96)","3.50 (2.84, 5.26)","3.81 (3.21, 5.19)","4.57 (3.71, 5.88)","5.49 (3.88, 6.34)","6.05 (3.92, 7.07)","6.35 (4.05, 7.53)","6.37 (4.04, 7.61)","105.16 (7.58, 186.38)"
"Dundy County, Nebraska",31057,"2.25 (1.57, 3.66)","2.41 (1.70, 3.76)","2.64 (1.90, 3.81)","3.05 (2.24, 4.10)","3.67 (2.44, 4.95)","4.17 (2.54, 5.81)","4.13 (2.41, 5.89)","4.27 (2.39, 6.22)","89.33 (-7.77, 198.07)"
"Fillmore County, Nebraska",31059,"2.51 (1.86, 4.00)","2.76 (2.07, 4.21)","3.04 (2.33, 4.24)","3.71 (2.84, 4.95)","4.50 (3.11, 5.73)","4.82 (3.06, 6.29)","5.04 (3.15, 6.73)","5.11 (3.23, 7.00)","103.61 (4.14, 201.08)"
"Franklin County, Nebraska",31061,"2.74 (1.98, 4.40)","3.00 (2.20, 4.56)","3.30 (2.54, 4.58)","3.86 (2.94, 5.07)","4.61 (3.05, 6.04)","5.18 (3.11, 6.99)","5.10 (3.01, 7.05)","5.10 (2.99, 7.19)","85.91 (-5.54, 186.76)"
"Frontier County, Nebraska",31063,"2.23 (1.60, 3.60)","2.43 (1.76, 3.76)","2.66 (1.99, 3.82)","3.12 (2.31, 4.13)","3.75 (2.49, 4.89)","4.01 (2.46, 5.45)","4.05 (2.38, 5.63)","4.03 (2.39, 5.70)","80.65 (-10.49, 181.82)"
"Furnas County, Nebraska",31065,"2.74 (1.99, 4.30)","3.01 (2.24, 4.60)","3.40 (2.60, 4.85)","4.10 (3.12, 5.36)","5.07 (3.39, 6.73)","5.58 (3.42, 7.51)","5.74 (3.42, 7.84)","6.03 (3.55, 8.58)","120.32 (9.02, 243.82)"
"Gage County, Nebraska",31067,"2.81 (2.08, 4.39)","3.14 (2.37, 4.72)","3.53 (2.74, 4.94)","4.21 (3.32, 5.49)","5.13 (3.61, 6.44)","5.54 (3.60, 7.11)","5.73 (3.68, 7.62)","5.84 (3.65, 7.79)","107.55 (12.35, 203.59)"
"Garden County, Nebraska",31069,"3.01 (2.11, 4.98)","3.25 (2.33, 5.04)","3.58 (2.65, 5.04)","4.22 (3.16, 5.65)","5.12 (3.52, 6.87)","5.67 (3.55, 7.85)","5.98 (3.64, 8.42)","6.12 (3.71, 8.75)","103.21 (0.60, 214.84)"
"Garfield County, Nebraska",31071,"2.94 (2.07, 4.75)","3.41 (2.43, 5.22)","3.94 (2.90, 5.62)","4.85 (3.53, 6.63)","6.07 (3.93, 8.32)","6.66 (3.90, 9.40)","6.98 (4.01, 10.19)","7.27 (4.13, 10.87)","147.53 (23.78, 294.15)"
"Gosper County, Nebraska",31073,"2.58 (1.78, 4.21)","2.85 (2.00, 4.36)","3.19 (2.27, 4.64)","3.88 (2.77, 5.39)","4.70 (3.07, 6.49)","5.07 (3.04, 7.25)","5.13 (2.98, 7.69)","5.34 (3.04, 8.20)","106.74 (0.19, 230.15)"
"Grant County, Nebraska",31075,"2.46 (1.65, 3.98)","2.72 (1.84, 4.37)","3.04 (2.15, 4.49)","3.58 (2.47, 5.01)","4.31 (2.78, 6.18)","4.61 (2.73, 6.80)","4.66 (2.60, 7.18)","4.39 (2.45, 6.82)","78.42 (-12.85, 192.66)"
"Greeley County, Nebraska",31077,"2.79 (2.04, 4.32)","3.11 (2.29, 4.82)","3.48 (2.59, 4.91)","4.23 (3.12, 5.67)","5.32 (3.57, 6.94)","5.92 (3.58, 8.04)","5.89 (3.40, 8.34)","6.00 (3.51, 8.74)","115.17 (5.18, 239.69)"
"Hall County, Nebraska",31079,"2.91 (2.17, 4.49)","3.23 (2.50, 4.79)","3.66 (2.95, 5.04)","4.49 (3.54, 5.83)","5.57 (3.85, 6.80)","6.21 (3.90, 7.74)","6.44 (3.95, 8.24)","6.75 (4.22, 8.68)","132.26 (23.81, 244.57)"
"Hamilton County, Nebraska",31081,"2.68 (1.98, 4.21)","3.03 (2.27, 4.58)","3.44 (2.63, 4.96)","4.21 (3.22, 5.61)","5.23 (3.64, 6.68)","5.73 (3.63, 7.47)","5.88 (3.64, 7.78)","6.22 (3.84, 8.23)","131.79 (17.70, 245.35)"
"Harlan County, Nebraska",31083,"2.65 (1.93, 4.13)","2.95 (2.19, 4.47)","3.30 (2.48, 4.69)","4.02 (2.99, 5.40)","4.99 (3.32, 6.53)","5.55 (3.38, 7.56)","5.63 (3.30, 7.84)","5.81 (3.39, 8.27)","118.75 (10.03, 226.76)"
"Hayes County, Nebraska",31085,"1.97 (1.33, 3.11)","2.14 (1.45, 3.30)","2.37 (1.68, 3.37)","2.56 (1.79, 3.47)","3.01 (1.95, 4.16)","3.55 (2.09, 5.10)","3.35 (1.89, 4.93)","3.53 (1.99, 5.29)","78.97 (-15.47, 179.53)"
"Hitchcock County, Nebraska",31087,"2.20 (1.48, 3.67)","2.34 (1.64, 3.63)","2.54 (1.82, 3.66)","3.00 (2.18, 4.05)","3.68 (2.41, 5.02)","3.92 (2.35, 5.41)","4.05 (2.39, 5.80)","4.21 (2.40, 6.18)","91.53 (-8.49, 207.84)"
"Holt County, Nebraska",31089,"2.55 (1.86, 4.07)","2.86 (2.15, 4.30)","3.25 (2.53, 4.58)","3.91 (3.06, 5.06)","4.76 (3.27, 5.96)","5.47 (3.42, 7.06)","5.50 (3.38, 7.09)","5.77 (3.50, 7.73)","125.98 (18.40, 235.44)"
"Hooker County, Nebraska",31091,"2.48 (1.66, 4.15)","2.64 (1.79, 4.28)","2.88 (2.04, 4.32)","3.39 (2.37, 4.84)","4.23 (2.65, 5.99)","4.43 (2.56, 6.41)","4.82 (2.70, 7.23)","4.94 (2.77, 7.48)","99.06 (-4.06, 217.97)"
"Howard County, Nebraska",31093,"2.43 (1.77, 3.87)","2.70 (1.99, 4.12)","3.08 (2.32, 4.43)","3.72 (2.83, 4.94)","4.65 (3.07, 6.02)","5.18 (3.15, 6.98)","5.41 (3.17, 7.44)","5.60 (3.40, 7.76)","130.28 (17.25, 248.20)"
"Jefferson County, Nebraska",31095,"2.31 (1.70, 3.75)","2.55 (1.93, 3.91)","2.80 (2.17, 3.99)","3.37 (2.60, 4.48)","4.11 (2.89, 5.22)","4.54 (2.92, 5.99)","4.58 (2.81, 6.06)","4.70 (2.92, 6.40)","103.27 (2.93, 206.58)"
"Johnson County, Nebraska",31097,"2.64 (1.93, 4.13)","2.92 (2.18, 4.37)","3.30 (2.55, 4.52)","4.02 (3.04, 5.13)","5.08 (3.39, 6.57)","5.83 (3.63, 7.71)","5.95 (3.58, 8.08)","6.36 (3.74, 8.76)","141.05 (18.99, 262.93)"
"Kearney County, Nebraska",31099,"2.83 (2.05, 4.51)","3.13 (2.33, 4.68)","3.49 (2.65, 4.95)","4.17 (3.13, 5.57)","5.15 (3.43, 6.63)","5.54 (3.42, 7.30)","5.65 (3.41, 7.57)","5.76 (3.48, 7.83)","103.48 (6.98, 205.17)"
"Keith County, Nebraska",31101,"2.70 (1.97, 4.34)","2.94 (2.19, 4.44)","3.24 (2.46, 4.59)","3.84 (2.92, 5.07)","4.64 (3.14, 5.96)","5.14 (3.16, 6.76)","5.27 (3.17, 7.09)","5.34 (3.24, 7.26)","97.88 (-0.15, 195.77)"
"Keya Paha County, Nebraska",31103,"2.25 (1.55, 3.66)","2.29 (1.65, 3.55)","2.45 (1.79, 3.45)","2.99 (2.15, 3.94)","3.81 (2.52, 5.08)","4.23 (2.60, 5.83)","4.31 (2.60, 6.01)","4.54 (2.66, 6.46)","102.14 (-3.61, 214.16)"
"Kimball County, Nebraska",31105,"2.90 (1.99, 4.75)","3.20 (2.26, 4.96)","3.56 (2.59, 5.11)","4.23 (3.18, 5.73)","5.14 (3.51, 6.84)","5.89 (3.72, 8.03)","6.22 (3.92, 8.63)","6.41 (3.91, 8.91)","120.96 (9.49, 233.44)"
"Knox County, Nebraska",31107,"1.99 (1.45, 3.16)","2.22 (1.66, 3.38)","2.53 (1.93, 3.57)","3.05 (2.37, 4.04)","3.84 (2.66, 4.98)","4.32 (2.75, 5.70)","4.49 (2.77, 6.19)","4.69 (2.88, 6.44)","136.05 (18.68, 246.14)"
"Lancaster County, Nebraska",31109,"2.80 (2.17, 4.35)","3.11 (2.47, 4.67)","3.49 (2.89, 4.89)","4.20 (3.36, 5.31)","5.15 (3.56, 6.12)","5.74 (3.72, 6.86)","5.98 (3.81, 7.30)","6.28 (3.91, 7.78)","124.44 (19.97, 216.85)"
"Lincoln County, Nebraska",31111,"2.64 (1.97, 4.15)","2.84 (2.18, 4.33)","3.12 (2.48, 4.29)","3.65 (2.87, 4.64)","4.40 (3.07, 5.40)","4.84 (3.05, 6.16)","4.76 (2.96, 6.13)","4.99 (3.09, 6.53)","89.41 (-1.36, 177.44)"
"Logan County, Nebraska",31113,"2.49 (1.71, 4.16)","2.72 (1.88, 4.34)","3.02 (2.13, 4.50)","3.48 (2.46, 4.77)","4.22 (2.68, 5.84)","4.84 (2.82, 7.00)","4.90 (2.74, 7.27)","4.86 (2.70, 7.20)","95.61 (-5.89, 206.04)"
"Loup County, Nebraska",31115,"2.30 (1.57, 3.70)","2.50 (1.76, 3.82)","2.76 (2.00, 3.99)","3.27 (2.35, 4.47)","3.93 (2.60, 5.42)","4.43 (2.66, 6.37)","4.65 (2.70, 6.88)","4.80 (2.76, 7.21)","109.01 (0.01, 228.01)"
"Madison County, Nebraska",31119,"2.64 (2.01, 4.20)","2.97 (2.32, 4.54)","3.36 (2.66, 4.65)","4.07 (3.19, 5.26)","5.14 (3.57, 6.27)","5.75 (3.72, 7.24)","5.89 (3.72, 7.49)","6.06 (3.80, 7.95)","129.18 (16.70, 233.47)"
"McPherson County, Nebraska",31117,"2.15 (1.43, 3.54)","2.31 (1.59, 3.65)","2.49 (1.75, 3.64)","2.92 (2.04, 3.99)","3.50 (2.22, 4.89)","3.81 (2.22, 5.46)","3.78 (2.05, 5.74)","3.79 (2.09, 5.87)","76.21 (-14.74, 184.23)"
"Merrick County, Nebraska",31121,"2.69 (1.98, 4.26)","3.08 (2.29, 4.75)","3.54 (2.67, 5.05)","4.37 (3.34, 5.80)","5.45 (3.68, 7.05)","6.04 (3.69, 7.91)","6.28 (3.79, 8.54)","6.63 (3.91, 8.90)","146.78 (23.80, 265.36)"
"Morrill County, Nebraska",31123,"3.00 (2.14, 4.97)","3.30 (2.42, 5.35)","3.63 (2.72, 5.31)","4.37 (3.31, 6.02)","5.33 (3.59, 7.12)","6.07 (3.78, 8.22)","6.40 (3.79, 8.86)","6.84 (4.09, 9.62)","128.24 (11.77, 254.03)"
"Nance County, Nebraska",31125,"2.77 (1.95, 4.59)","3.12 (2.23, 4.91)","3.54 (2.60, 5.17)","4.30 (3.15, 5.93)","5.35 (3.67, 7.00)","6.11 (3.79, 8.55)","6.11 (3.60, 8.49)","6.33 (3.61, 8.98)","128.47 (11.81, 249.90)"
"Nemaha County, Nebraska",31127,"2.63 (1.89, 4.22)","2.82 (2.08, 4.29)","3.10 (2.36, 4.37)","3.61 (2.74, 4.78)","4.34 (2.96, 5.62)","4.82 (2.97, 6.41)","4.88 (2.85, 6.56)","5.06 (2.99, 6.98)","92.21 (-2.60, 195.38)"
"Nuckolls County, Nebraska",31129,"2.71 (1.97, 4.45)","3.03 (2.27, 4.71)","3.40 (2.60, 4.86)","4.06 (3.06, 5.31)","4.93 (3.30, 6.29)","5.45 (3.34, 7.24)","5.63 (3.31, 7.64)","5.70 (3.39, 7.96)","110.31 (2.96, 217.84)"
"Otoe County, Nebraska",31131,"2.84 (2.12, 4.47)","3.16 (2.41, 4.81)","3.52 (2.74, 4.93)","4.13 (3.19, 5.41)","4.92 (3.46, 6.18)","5.45 (3.46, 7.00)","5.57 (3.42, 7.29)","5.76 (3.64, 7.66)","102.92 (6.78, 202.29)"
"Pawnee County, Nebraska",31133,"2.59 (1.83, 4.12)","2.83 (2.04, 4.35)","3.13 (2.31, 4.40)","3.70 (2.71, 4.88)","4.45 (2.94, 5.94)","4.85 (3.03, 6.63)","4.99 (3.04, 6.95)","5.33 (3.12, 7.56)","106.06 (3.55, 214.58)"
"Perkins County, Nebraska",31135,"2.68 (1.91, 4.31)","2.87 (2.06, 4.44)","3.11 (2.34, 4.51)","3.65 (2.74, 4.87)","4.40 (3.00, 5.79)","4.85 (3.02, 6.50)","4.93 (2.98, 6.93)","5.22 (3.16, 7.39)","94.43 (-4.29, 201.20)"
"Phelps County, Nebraska",31137,"2.93 (2.19, 4.61)","3.32 (2.50, 5.08)","3.77 (2.89, 5.38)","4.56 (3.43, 6.02)","5.65 (3.83, 7.26)","6.33 (3.89, 8.19)","6.34 (3.83, 8.42)","6.61 (3.82, 8.92)","125.50 (16.30, 231.97)"
"Pierce County, Nebraska",31139,"2.05 (1.49, 3.22)","2.29 (1.70, 3.45)","2.56 (1.95, 3.60)","3.07 (2.37, 4.10)","3.77 (2.65, 4.83)","4.15 (2.69, 5.52)","4.33 (2.71, 5.84)","4.40 (2.67, 6.01)","115.30 (2.96, 230.47)"
"Platte County, Nebraska",31141,"2.81 (2.07, 4.54)","3.09 (2.29, 4.77)","3.48 (2.72, 4.92)","4.16 (3.26, 5.48)","5.15 (3.53, 6.45)","5.74 (3.67, 7.37)","5.99 (3.79, 7.81)","6.24 (3.96, 8.14)","122.22 (13.21, 225.89)"
"Polk County, Nebraska",31143,"2.67 (1.96, 4.31)","2.97 (2.23, 4.55)","3.33 (2.57, 4.74)","4.06 (3.08, 5.33)","5.04 (3.48, 6.51)","5.59 (3.51, 7.42)","6.00 (3.66, 8.15)","6.16 (3.86, 8.56)","130.73 (18.44, 245.88)"
"Red Willow County, Nebraska",31145,"2.53 (1.84, 4.05)","2.76 (2.07, 4.29)","3.01 (2.32, 4.29)","3.54 (2.69, 4.74)","4.31 (2.97, 5.57)","4.78 (2.91, 6.40)","4.68 (2.77, 6.36)","4.89 (2.90, 6.85)","93.10 (-3.65, 195.30)"
"Richardson County, Nebraska",31147,"2.73 (2.01, 4.44)","2.98 (2.24, 4.61)","3.28 (2.53, 4.67)","3.81 (2.95, 4.97)","4.59 (3.11, 6.00)","4.98 (3.08, 6.52)","5.07 (3.01, 6.85)","5.24 (3.10, 7.21)","92.06 (-4.96, 187.97)"
"Rock County, Nebraska",31149,"2.32 (1.62, 3.77)","2.55 (1.80, 3.93)","2.84 (2.07, 4.10)","3.39 (2.46, 4.56)","4.17 (2.77, 5.59)","4.53 (2.76, 6.23)","4.69 (2.76, 6.56)","4.97 (2.89, 7.17)","114.20 (2.88, 236.27)"
"Saline County, Nebraska",31151,"2.40 (1.79, 3.84)","2.65 (2.00, 4.02)","2.95 (2.32, 4.14)","3.56 (2.73, 4.64)","4.46 (2.98, 5.65)","5.06 (3.16, 6.52)","5.22 (3.19, 6.89)","5.31 (3.24, 7.25)","121.07 (15.80, 226.66)"
"Sarpy County, Nebraska",31153,"2.85 (2.12, 4.66)","3.10 (2.37, 4.75)","3.39 (2.68, 4.73)","3.96 (3.11, 5.08)","4.75 (3.24, 5.90)","5.29 (3.35, 6.64)","5.25 (3.20, 6.68)","5.41 (3.32, 6.91)","89.59 (-3.72, 178.73)"
"Saunders County, Nebraska",31155,"2.69 (2.01, 4.26)","2.97 (2.25, 4.59)","3.33 (2.62, 4.85)","3.94 (3.01, 5.24)","4.72 (3.16, 5.85)","5.16 (3.31, 6.57)","5.26 (3.24, 6.76)","5.44 (3.30, 7.16)","102.41 (4.36, 195.85)"
"Scotts Bluff County, Nebraska",31157,"3.21 (2.34, 5.21)","3.46 (2.61, 5.32)","3.85 (3.03, 5.47)","4.59 (3.59, 5.93)","5.57 (3.92, 6.88)","6.26 (3.88, 7.89)","6.45 (4.02, 8.26)","6.82 (4.14, 8.81)","112.39 (6.18, 216.50)"
"Seward County, Nebraska",31159,"2.28 (1.67, 3.60)","2.52 (1.90, 3.76)","2.80 (2.15, 3.89)","3.40 (2.62, 4.40)","4.20 (2.95, 5.30)","4.73 (3.03, 6.05)","4.77 (2.92, 6.29)","5.01 (3.11, 6.70)","119.74 (11.81, 224.13)"
"Sheridan County, Nebraska",31161,"2.92 (2.09, 4.70)","3.22 (2.37, 5.08)","3.61 (2.73, 5.23)","4.28 (3.23, 5.68)","5.24 (3.58, 6.71)","6.02 (3.83, 7.90)","6.22 (3.83, 8.34)","6.26 (3.77, 8.58)","114.35 (8.53, 225.24)"
"Sherman County, Nebraska",31163,"2.63 (1.91, 4.18)","2.87 (2.13, 4.29)","3.15 (2.36, 4.37)","3.83 (2.84, 5.00)","4.84 (3.26, 6.29)","5.40 (3.33, 7.27)","5.33 (3.22, 7.43)","5.30 (3.17, 7.43)","101.28 (1.31, 211.16)"
"Sioux County, Nebraska",31165,"2.36 (1.59, 4.06)","2.50 (1.73, 4.08)","2.69 (1.90, 4.01)","3.18 (2.27, 4.45)","3.88 (2.53, 5.32)","4.07 (2.44, 5.64)","3.89 (2.22, 5.43)","4.22 (2.39, 6.04)","78.68 (-14.51, 181.24)"
"Stanton County, Nebraska",31167,"2.35 (1.72, 3.77)","2.58 (1.92, 3.94)","2.84 (2.15, 4.06)","3.40 (2.55, 4.49)","4.16 (2.86, 5.41)","4.50 (2.82, 6.02)","4.66 (2.78, 6.37)","4.62 (2.75, 6.41)","96.45 (-1.78, 199.39)"
"Thayer County, Nebraska",31169,"2.83 (2.06, 4.45)","3.19 (2.37, 4.81)","3.58 (2.73, 5.15)","4.28 (3.27, 5.64)","5.22 (3.66, 6.69)","5.79 (3.83, 7.52)","5.93 (3.74, 7.84)","6.15 (3.94, 8.40)","117.45 (16.63, 231.07)"
"Thomas County, Nebraska",31171,"2.37 (1.59, 3.89)","2.62 (1.78, 4.15)","2.92 (2.03, 4.47)","3.47 (2.39, 4.90)","4.22 (2.69, 5.92)","4.57 (2.64, 6.64)","4.74 (2.69, 7.04)","5.22 (2.95, 7.95)","120.20 (6.03, 258.15)"
"Thurston County, Nebraska",31173,"3.86 (2.85, 6.13)","4.49 (3.37, 6.92)","5.26 (3.99, 7.53)","6.45 (4.96, 8.52)","7.96 (5.56, 10.34)","9.10 (5.92, 12.16)","8.96 (5.70, 12.08)","9.41 (5.97, 12.75)","143.64 (30.59, 258.15)"
"Valley County, Nebraska",31175,"2.97 (2.17, 4.73)","3.32 (2.49, 4.96)","3.74 (2.82, 5.26)","4.64 (3.44, 6.09)","5.96 (4.03, 7.64)","6.63 (4.08, 8.82)","6.68 (3.93, 9.15)","7.00 (4.01, 9.68)","135.33 (20.93, 258.41)"
"Washington County, Nebraska",31177,"2.63 (1.91, 4.22)","2.91 (2.20, 4.38)","3.23 (2.49, 4.57)","3.83 (2.93, 4.93)","4.68 (3.20, 6.02)","5.23 (3.30, 6.87)","5.15 (3.12, 6.79)","5.43 (3.20, 7.22)","106.04 (4.09, 208.77)"
"Wayne County, Nebraska",31179,"2.32 (1.71, 3.66)","2.57 (1.93, 3.88)","2.90 (2.27, 4.05)","3.59 (2.77, 4.76)","4.51 (3.09, 5.82)","5.01 (3.15, 6.58)","5.18 (3.16, 7.01)","5.42 (3.34, 7.40)","133.63 (14.66, 245.56)"
